,,2005,2005,2005,2005,2006,2006,2006,2006,2007,2007,2007,2007,2008,2008,2008,2008,2009,2009,2009,2009,2010,2010,2010,2010,2011,2011,2011,2011,2012,2012,2012,2012,2013,2013,2013,2013
路線名,駅名,定期,定期外,合計,前年比,定期,定期外,合計,前年比,定期,定期外,合計,前年比,定期,定期外,合計,前年比,定期,定期外,合計,前年比,定期,定期外,合計,前年比,定期,定期外,合計,前年比,定期,定期外,合計,前年比,定期,定期外,合計,前年比
大井町線,大井町線計,"194,648","178,201","372,849",,"198,748","182,304","381,052",,"208,258","191,715","399,973",,"209,276","197,845","407,121",,"227,713","214,764","442,477",,"241,489","219,902","461,391",,"246,536","224,136","470,672",,"254,253","232,028","486,281",,"266,770","238,743","505,513",
大井町線,大井町,"61,240","44,917","106,157",1.7,"63,533","46,172","109,705",3.3,"67,237","47,687","114,924",4.8,"70,473","50,636","121,109",5.4,"73,841","51,576","125,417",3.6,"75,519","50,876","126,395",0.8,"76,318","51,106","127,424",0.8,"78,968","53,596","132,564",4,"82,220","54,805","137,025",3.4
大井町線,下神明,"4,773","4,253","9,026",-1.5,"4,449","4,360","8,809",-2.4,"4,412","4,485","8,897",1,"4,267","4,317","8,584",-3.5,"4,042","4,139","8,181",-4.7,"3,934","3,974","7,908",-3.3,"3,812","3,817","7,629",-3.5,"3,712","3,803","7,515",-1.5,"3,236","3,728","6,964",-7.3
大井町線,戸越公園,"6,161","6,999","13,160",-1,"6,018","7,190","13,208",0.4,"5,962","7,403","13,365",1.2,"5,782","7,315","13,097",-2,"5,652","7,215","12,867",-1.8,"5,728","7,082","12,810",-0.4,"5,703","7,112","12,815",0,"5,961","7,178","13,139",2.5,"7,371","7,381","14,752",12.3
大井町線,中延,"9,496","9,120","18,616",-0.4,"9,705","9,333","19,038",2.3,"9,732","9,559","19,291",1.3,"10,035","9,327","19,362",0.4,"10,206","9,319","19,525",0.8,"10,490","9,164","19,654",0.7,"10,563","9,112","19,675",0.1,"10,714","9,357","20,071",2,"12,030","9,490","21,520",7.2
大井町線,荏原町,"8,741","7,207","15,948",1.6,"9,340","7,361","16,701",4.7,"9,680","7,566","17,246",3.3,"9,881","7,473","17,354",0.6,"9,839","7,348","17,187",-1,"9,459","7,128","16,587",-3.5,"9,395","7,075","16,470",-0.7,"9,525","7,043","16,568",0.6,"9,744","7,164","16,908",2.1
大井町線,旗の台,"8,736","8,036","16,772",-0.2,"8,752","8,379","17,131",2.1,"9,175","9,209","18,384",7.3,"9,564","9,998","19,562",6.4,"9,896","10,339","20,235",3.4,"10,342","10,552","20,894",3.3,"10,600","10,852","21,452",2.7,"11,114","11,205","22,319",4,"11,636","11,473","23,109",3.5
大井町線,北千束,"3,236","3,841","7,077",-1.6,"3,081","3,984","7,065",-0.2,"3,112","4,032","7,144",1.1,"2,939","3,880","6,819",-4.5,"2,872","3,823","6,695",-1.8,"2,883","3,819","6,702",0.1,"2,856","3,825","6,681",-0.3,"2,967","3,862","6,829",2.2,"3,115","3,868","6,983",2.3
